source,time,target,text,value
@TheEllenShow,1/5/16 20:04,@JLO,Its time to play @JLO or Go. https://t.co/b8qkiutUci,0
@TheEllenShow,12/13/15 18:47,@TaylorSwift13,Happy birthday @TaylorSwift13. I hope you have a wonderful day. Seriously. https://t.co/E76LVoJivt,1
@TheEllenShow,12/8/15 21:08,@NickiMinaj,"Happy birthday, @NickiMinaj, Roman, Barbie, Martha, Tyrone, and all the others. Youre some of my favorite people.",1
@TheEllenShow,12/5/15 20:05,@KimKardashian,.@KimKardashian West had a baby boy! No news yet on which direction he'll be.,0
@TheEllenShow,11/23/15 21:49,@MileyCyrus,Its @MileyCyrus birthday! I guess thats why Im seeing so many photos of her in her birthday suit.,1
@TheEllenShow,11/23/15 4:29,@JustinBieber,.@JustinBieber should be given an award for that performance. And a towel. #AMAs,0
@TheEllenShow,11/23/15 1:53,@ddlovato,".@ddlovato, you just tore it up, taped it back together with scotch tape, and tore it up all over again. #AMAs",0
@TheEllenShow,11/20/15 20:20,@Adele,"This girl is about to blow you away. @Adele, have you heard this?  https://t.co/Ksy7rpr7iB",0
@TheEllenShow,11/20/15 19:25,@Adele,Why did @Adele cross the road? She wanted to say hello from the other side.,-1
@TheEllenShow,11/19/15 19:28,@Adele,.@Adele may have just saved the California drought. Seriously. https://t.co/pr1D8Bzimx,-1
@TheEllenShow,11/16/15 15:09,@JustinBieber,Get ur tix to @JustinBieber's #PURPOSETOUR early with code ELLENJB do it fast before it opens to the other Beliebers https://t.co/bWkK5tno5G,1
@TheEllenShow,11/13/15 21:13,@JustinBieber,RT @ellentube: These #ellentube dancers opened for @JustinBieber! https://t.co/ho2gCS1dnv,0
@TheEllenShow,11/12/15 0:49,@JustinBieber,.@JustinBieber as a security guard with me in his ear. https://t.co/q5VYQtbifN,0
@TheEllenShow,11/11/15 22:14,@JustinBieber,I settled the celebrity feud between @SethRogen and @JustinBieber. https://t.co/q6q9HD71Ym,0
@TheEllenShow,11/11/15 19:03,@JustinBieber,Its true. #PURPOSETOUR @JustinBieber https://t.co/HXc05mtadi,1
@TheEllenShow,11/11/15 1:05,@JustinBieber,".@JustinBieber is here all week. So, Happy Tuesbieb!",1
@TheEllenShow,11/10/15 22:07,@JustinBieber,These four @JustinBieber fans got a surprise that you need to see to belieb. https://t.co/5BlJ23E7Zy,0
@TheEllenShow,11/10/15 0:59,@JustinBieber,".@JustinBieber told me hes single, but that was before this dance.  https://t.co/jFFAImh1gk",-1
@TheEllenShow,11/9/15 21:27,@JustinBieber,"Quick! Name 3 things you wanna watch right now! If ya said me, @JustinBieber &amp; the game 5 Second Rule, youre in luck https://t.co/67tLyOfz1w",1
@TheEllenShow,11/9/15 18:33,@JustinBieber,Happy @JustinBieber Week! We kicked it off with some dating questions &amp; a special acoustic performance. #BieberWeek https://t.co/idOaCQUx5V,1
@TheEllenShow,11/5/15 1:05,@JustinBieber,.@JustinBieber is throwing a huge outdoor concert on my show. I thought I'd invite some of my favorite people: You. https://t.co/YZ2gYkB2TX,1
@TheEllenShow,11/3/15 1:44,@JustinBieber,Who wants tickets to my @JustinBieber outdoor concert? https://t.co/YZ2gYkB2TX,1
@TheEllenShow,11/2/15 22:26,@JustinBieber,"Its time for another round of Me Me Monday, or as @JustinBieber calls it, What Do You Meme?
https://t.co/TCIYI5Xz0W",-1
@TheEllenShow,10/30/15 22:30,@ArianaGrande,".@ArianaGrande and I had a dance party backstage, or should I say, it was Karla Kardashian and a kow. I mean cow.
https://t.co/uTUGV5A3a0",-1
@TheEllenShow,10/29/15 22:23,@JustinBieber,"Happy #ThrowbackThursday, @JustinBieber https://t.co/LeE7zBrXNr",1
@TheEllenShow,10/29/15 18:03,@Adele,I need to get an unlisted number. @Adele https://t.co/Nvq01rOx1x,0
@TheEllenShow,10/26/15 23:40,@JustinBieber,Big news: @JustinBieber is doing an outdoor concert on my show. Bigger news: You just got a chance to be here for it https://t.co/sSSeJw7zCm,0
@TheEllenShow,10/26/15 0:21,@Oprah,"My episode of #MasterClass airs tonight! I cant wait for you to see it. Im talking to you, @Oprah.
https://t.co/rhxMebMZBo",0
@TheEllenShow,10/25/15 19:34,@KatyPerry,"Happy birthday, @KatyPerry! You know that giant cake in your kitchen? Im hiding in it.",1
@TheEllenShow,10/23/15 23:35,@Oprah,"I told a story from my @OWNTV's #MasterClass on my show. Normally Id save it all for Sunday, but @Oprah made me. https://t.co/bcfakRmVXQ",1
@TheEllenShow,10/23/15 19:58,@Oprah,.@Oprah bought 10% of Weight Watchers. Thats a lot of trees. https://t.co/RJjO5ba0lg,0
@TheEllenShow,10/23/15 17:04,@Adele,"If theres anything better than waking up to a new @Adele song, I dont know what it is. Hello. https://t.co/YdtvV5ifE7",1
@TheEllenShow,10/22/15 21:45,@Oprah,"Im gonna be on @Oprahs #MasterClass on @OWNTV! Tune in. Everyone who watches gets a degree
https://t.co/npf1EgaQyY",0
@TheEllenShow,10/21/15 19:09,@KimKardashian,"Happy birthday, @KimKardashian West! You put the #YOLO in embryology.",1
@TheEllenShow,10/16/15 23:30,@MileyCyrus,Thanks @MileyCyrus for playing this with me. You are a #HappyHippie. https://t.co/3PO07Aoi9i,1
@TheEllenShow,10/16/15 20:13,@MileyCyrus,I played a new game called Wrecking Balls with @MileyCyrus. You heard me. http://t.co/J7IlncvYPY,-1
@TheEllenShow,10/9/15 20:42,@SelenaGomez,I may have scared @SelenaGomez while she was here. Just a little. Twice. https://t.co/423Pi13SQD,-1
@TheEllenShow,10/9/15 18:50,@TaylorSwift13,"Today I introduced the world to my squad. @TaylorSwift13 , I hope youre watching. #SquadGoals http://t.co/INOt6JyIVV",0
@TheEllenShow,10/6/15 17:37,@KimKardashian,"Theres already a sequel to #TheMartian coming out, and this one stars @KimKardashian West. http://t.co/3OL0SVrovq",0
@TheEllenShow,9/30/15 19:53,@KimKardashian,Took a selfie &amp; @KimKardashian West magically appeared. Post a fruit selfie w/ #DrinkGoodDoGood. http://t.co/gOxsVRjlgF,1
@TheEllenShow,9/30/15 16:56,@KimKardashian,Here are @KimKardashian Wests thoughts on Caitlyns journey: http://t.co/vh5Tx7waoT,0
@TheEllenShow,9/19/15 20:11,@JimmyFallon,"Happy birthday, @JimmyFallon! I had so much fun beating you in our lip sync battle. B!@#$ better have my trophy. Sending love.",1
@TheEllenShow,9/18/15 14:36,@BarackObama,#DWTS #POTUS @BarackObama https://t.co/bS9lUa9m7k,0
@TheEllenShow,9/15/15 19:28,@JustinBieber,.@JustinBieber learned how to whip and nae nae on my show todae dae. http://t.co/EMLU2g82Cy,0
@TheEllenShow,9/11/15 15:02,@kanyewest,RT @Bergdorfs: Celebrating @edbyellen last night at BG w/ @kanyewest @theellenshow @portiaderossi @kimkardashian #EllenAtBergdorfs http://t,0
@TheEllenShow,9/9/15 23:40,@JimmyFallon,.@JimmyFallon must be really excited to have me. He put my name on the door and everything. http://t.co/bV8RQmUY6B,1
@TheEllenShow,9/9/15 21:03,@TaylorSwift13,I  @TaylorSwift13. We never go out of style. http://t.co/HdFmKUe6Bd,0
@TheEllenShow,8/31/15 20:25,@TaylorSwift13,"Thank you, @TaylorSwift13 for donating the proceeds from the Wildest Dreams video to the animals. &amp; thank you @ScottEastwood for being you",0
@TheEllenShow,8/28/15 19:05,@JimmyFallon,11 more days until my Season 13 premiere. Dont miss @JimmyFallon during premiere week! #EllenInNYC http://t.co/FqtK2dF0FK,1
@TheEllenShow,8/28/15 17:13,@JustinBieber,So THATs what you mean. @JustinBieber https://t.co/8uSZU4aG39,-1
@TheEllenShow,8/25/15 18:07,@TaylorSwift13,#Besties @TaylorSwift13 http://t.co/kWObYgl00J,0
@TheEllenShow,8/21/15 18:03,@Oprah,"Just had a @Starbucks scone &amp; a delicious @Oprah Chai. Also had an Oprah biscuit, an Oprah fruit cup &amp; Oprah fondue. I had brunch at Oprahs",1
@TheEllenShow,8/19/15 23:13,@JustinBieber,"Groundbreaking news, everyone. El Nio will be coming to Los Angeles. Thats right. @JustinBieber is gonna be on my premiere week.",1
@TheEllenShow,8/13/15 20:57,@BarackObama,"Happy #LeftHandersDay, @BarackObama, @Oprah, &amp; my EPs @EdGlavin &amp; @MaryConnelly. Thank you for all of your beautifully smudged notes.",1
@TheEllenShow,8/4/15 22:43,@BarackObama,"Happy birthday, @BarackObama! Sending love to you, Michelle, Sasha, Malia, Bo, Sunny and VP Jazzy Joe.",1
@TheEllenShow,7/24/15 18:03,@JLo,"Happy birthday, @JLo! Actress. Singer. Mother. Entrepreneur. Humanitarian. Fly Girl.",1
@TheEllenShow,7/2/15 0:30,@ArianaGrande,RT @ArianaGrande: http://t.co/1aaguuMYkl congrats on the new line @theellenshow !!! ,1
@TheEllenShow,6/30/15 19:52,@KimKardashian,RT @KimKardashian: I love supporting inspiring women doing their thing! Congrats @TheEllenShow on your new clothing line http://t.co/OKkO0d,1
@TheEllenShow,6/17/15 18:16,@TaylorSwift13,#Madonnas new video looks amazing. Fun Fact: if you add the cast of it to the cast of @TaylorSwift13s Bad Blood you get everyone on Earth.,1
@TheEllenShow,6/9/15 22:09,@JustinBieber,.@Madonna &amp; @JustinBieber playing Never Have I Ever is 1 of my favorite moments. Theyve never not done a whole lot http://t.co/OrJBWAIF1z,1
@TheEllenShow,6/8/15 18:42,@KanyeWest,"Happy birthday, @KanyeWest! I hope youre celebrating. Last year was ca-razy! I still have that slide whistle I won at the ring toss.",1
@TheEllenShow,6/1/15 19:37,@KimKardashian,".@KimKardashian is pregnant! North West is going to be a big sister! Congratulations to you, Kanye, and your ever-growing compass.",1
@ladygaga,2/27/17 4:00,@TheEllenShow,RT @BarbraStreisand: Phenomenal work @ladygaga @TheEllenShow @pharrell! So inspired by #theloveproject2017 and proud to share more love in,1
@ladygaga,11/23/16 18:25,@kanyewest,". @kanyewest i support &amp; love u brother, I see in you bravery &amp; courage to stop this tour &amp; take care of YOU. You are a GREAT artist ",1
@ladygaga,11/23/16 18:17,@kanyewest,While I don't agree with everything he does I hope the public shows compassion and for @kanyewest and each other. One love. One Race.,1
@ladygaga,11/11/16 1:41,@realDonaldTrump,I  @realDonaldTrump @POTUS will put words of kindness out into the country. Tell the US u won't tolerate this. Stu https://t.co/abotJRc9Ce,0
@ladygaga,11/6/16 21:40,@realDonaldTrump,. @realDonaldTrump you divided us with hateful language &amp; fear . I love everyone in this country and I vote for https://t.co/BuUazmulGM,1
@ladygaga,2/13/16 3:10,@Adele,.@Adele I know you're gonna rock the WILTERN tonight girl ,0
@ladygaga,1/13/16 15:31,@TheEllenShow,RT @TheEllenShow: .@KevinHart4Real saved @LadyGagas life. https://t.co/r3jalvsbYp,0
@ladygaga,10/7/15 2:46,@jimmyfallon,Talking #AHSHotel on @FallonTonight with @jimmyfallon tonight! He's the best!  http://t.co/6zm34K8MvK,1
@ladygaga,9/19/15 2:42,@Oprah,RT @Oprah: Sharing this with all my college daughters.  Lady Gaga - Til It Happens To You - YouTube  https://t.co/ZhE8Csjyzh,0
@ladygaga,7/18/15 20:04,@taylorswift13,.@taylorswift13 I only cast happy spells! Unless there's bad blood. I have a separate cauldron for that. Happy for u http://t.co/SZNHZ1g1sK,1
@ladygaga,4/10/15 2:19,@taylorswift13,"God bless you and your mama and family, we'll all be praying @taylorswift13 ",0
@ladygaga,3/2/15 22:10,@taylorswift13,"@taylorswift13 wow you're a sweetheart! Life is friends, family, and love! We all see that in you, your prince charming will come! ",1
@ladygaga,3/2/15 22:08,@taylorswift13,"RT @taylorswift13: Is it just me or is Lady Gaga, like, fully LIVING right now?!? #goals",1
@ladygaga,2/23/15 17:15,@TheEllenShow,RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m,0
@ladygaga,2/11/15 20:35,@ArianaGrande,@ArianaGrande you are a lovely sweetheart and I enjoyed meeting you so much!,1
@jtimberlake,12/2/16 2:30,@TheEllenShow,RT @TheEllenShow: Happy #TBT! @JTimberlake https://t.co/G39EuyhOpX,1
@jtimberlake,11/4/16 22:49,@TheEllenShow,Thank you Devon. Proof @TheEllenShow. LOL. https://t.co/WkNgdLeCsc,1
@jtimberlake,11/4/16 22:39,@TheEllenShow,"RT @TheEllenShow: If you have 5 seconds, then you have to watch this round of 5 Second Rule with @JTimberlake and @MarioLopezExtra. https:/",-1
@jtimberlake,11/4/16 17:06,@TheEllenShow,"Oh Ellen.... @TheEllenShow. 
https://t.co/uoWUTJis9g https://t.co/cfKBmDCnW2",0
@jtimberlake,10/27/16 23:37,@jimmyfallon,.@jimmyfallon and I didn't make this up... #PoopInAJar #JTonFallon https://t.co/nZMdAFYRF0 https://t.co/eNJX01BIJz,0
@jtimberlake,9/23/16 14:46,@ArianaGrande,RT @ArianaGrande: so excited to be a part of this !!! thank you @trolls @jtimberlake @Savan_Kotecha #TheyDontKnow  https://t.co/yw2RQZhQXR,1
@jtimberlake,6/20/16 5:33,@KingJames,RT @KingJames: Love me or Hate me but at the end of the day u will RESPECT me!!,-1
@jtimberlake,5/16/16 22:06,@TheEllenShow,RT @TheEllenShow: .@JTimberlake has something to show me tomorrow. OMJ! I hope its not in a box.,0
@jtimberlake,2/16/16 5:41,@taylorswift13,Congrats to all the nominees/winners tonight! @taylorswift13 @kendricklamar @BrunoMars @Alabama_Shakes @edsheeran @Pharrell etc! #GRAMMYs,0
@jtimberlake,1/7/16 0:36,@TheEllenShow,Congrats to one of my favorite humans @TheEllenShow on your @PeoplesChoice Favorite Humanitarian Award for @StJude !#PCAs,1
@jtimberlake,12/5/15 22:05,@jimmyfallon,RT @Henry_McD: Thanks for the for the Drink recipe Jimmy &amp; Justin! @jimmyfallon @Sauza901 @jtimberlake @FallonTonight #thefallon http://t.c,1
@jtimberlake,11/12/15 23:40,@TheEllenShow,"No but Ellen seriously, who's your favorite? Congrats @TheEllenShow on 2000 shows! #Ellen2k https://t.co/5olKzJKVaD https://t.co/aSpuNqQbaL",1
@jtimberlake,10/18/15 19:11,@jimmyfallon,"Thank you for that one, bud! I owe you an induction speech somewhere... Somebody induct @jimmyfallon now!!! https://t.co/g0Xv5p88RM",0
@jtimberlake,9/23/15 14:42,@jimmyfallon,YES!  @FallonTonight @jimmyfallon  https://t.co/pgOyzS8GfH,0
@jtimberlake,9/15/15 18:29,@jimmyfallon,"    Right back at you @jimmyfallon @FallonTonight #Looks
https://t.co/K7oc37T4Zs",1
@jtimberlake,9/12/15 0:28,@TheEllenShow,Definitely two of my favorite people... @Pharrell @TheEllenShow  https://t.co/2BZjur2SJr,1
@jtimberlake,9/11/15 19:49,@JimmyFallon,RT @stupidDOPE: Spicy &amp; Potent! 'The #Fallon' Cocktail With @Sauza901 Tequila as seen on @JimmyFallon http://t.co/KI7VaDobuG http://t.co/Ly,1
@jtimberlake,9/10/15 16:12,@JimmyFallon,"RT @questlove: Yup. Epic. @JimmyFallon, @jtimberlake &amp; @theroots present #HistoryOfRap6 http://t.co/dHYcruf8sl this job can't get any more ",1
@jtimberlake,8/27/15 9:37,@taylorswift13,"RT @taylorswift13: Justin Timberlake. 
Mid-mic drop.
#1989TourLA 
@jtimberlake http://t.co/xLFLetDyJk",0
@jtimberlake,4/7/15 16:34,@Drake,Wow. Thank you @OfficialBBMAs and congrats to @Drake @Pharrell @edsheeran and @samsmithworld  https://t.co/2ZbJRIHUwd,1
@jtimberlake,3/31/15 0:35,@TheEllenShow,RT @TheEllenShow: Congrats @TaylorSwift13 &amp; @JTimberlake on your wins at iHeartRadio Awards! #iHeartTaylorSwift #iHeartJustinTimberlake htt,1
@jtimberlake,3/30/15 15:52,@taylorswift13,RT @nickjonas: @nickjonas: These two are pretty awesome.  @jtimberlake @taylorswift13 #iheartawards @iheartradio https://t.co/XghF9nLQP1,1
@jtimberlake,2/16/15 17:56,@jimmyfallon,RT @jimmyfallon: Honored to kick off #SNL40 with five-timer @jtimberlake https://t.co/z4ZNmnEb1W,0
@jtimberlake,2/16/15 17:47,@jimmyfallon,In case you missed it or want more cowbell...the #SNL40 @nbcsnl cold open with @jimmyfallon http://t.co/QwfkSEAWz7!!!! -teamJT,-1
@jtimberlake,2/16/15 0:11,@taylorswift13,RT @taylorswift13: #SNL40,0
@jtimberlake,2/11/15 2:51,@jimmyfallon,"Writing session for #SNL40. @jimmyfallon is onto something funny... We think.
This Sunday!! http://t.co/Vbu5ZnyRiX",1
@jtimberlake,2/1/15 0:14,@jimmyfallon,@jimmyfallon: Happy birthday to the second most talented man in show business - @jtimberlake. #humble #blessed,1
@jtimberlake,2/1/15 0:14,@TheEllenShow,"RT @TheEllenShow: Happy birthday @KerryWashington and @JTimberlake, too! This might be the best day to be born ever.",1
@jtimberlake,1/31/15 18:01,@taylorswift13,"RT @taylorswift13: Happy Birthday, @jtimberlake! Thank you for your music, comedy, daaaahncing, songwriting, and for taking this selfie: ht",1
@jtimberlake,1/26/15 22:11,@TheEllenShow,"Happy Bday @TheEllenShow!!! In your honor, I drank WAY TOO MUCH last night. What's that..? I should do the same tonight? No! Ok.",1
@KimKardashian,9/12/16 0:14,@kanyewest,RT @kanyewest: FADE https://t.co/lpnH9yWhwz,0
@KimKardashian,8/18/16 1:51,@kanyewest,"RT @kanyewest: 21 PABLO STORES WORLDWIDE THIS WEEKEND   LOCATIONS HERE
https://t.co/tYuzqs7kJW",0
@KimKardashian,8/7/16 0:00,@kanyewest,"RT @_xmarissabee: Keep voting for @kanyewest's ""Famous"" video! Here --&gt; https://t.co/3vJsWEL8MG &amp; https://t.co/6RUM1NNVj1  https://t.co/",1
@KimKardashian,8/4/16 18:03,@kanyewest,"RT @_xmarissabee: Vote for @kanyewest's video ""Famous"" for ""Best Male Video"" &amp; ""Video of the Year"". He also directed it himself! https://t.",1
@KimKardashian,8/4/16 17:14,@kanyewest,RT @MTV: @kanyewest keep on voting for best male video at the 2016 mtv #vmas  https://t.co/qGIL18tcCC https://t.co/1AGW3dJ9jM,1
@KimKardashian,8/4/16 17:14,@kanyewest,"RT @maxcyrusss: Yass baby!! and vote for @kanyewest , is super beautiful Famous @KimKardashian https://t.co/d8ogi5aje1",1
@KimKardashian,7/29/16 1:24,@kanyewest,RT @harpersbazaarus: .@KimKardashian and @kanyewest star on the September cover of BAZAAR: https://t.co/JHAWdgqvom https://t.co/MpxVDqtfzn,0
@KimKardashian,7/28/16 1:07,@jlo,I know I'm a late but HBD @jlo We had the best time in Vegas celebrating your birthday!!! Forever my inspiration! https://t.co/prMTMZAZSl,1
@KimKardashian,7/13/16 20:46,@kanyewest,My vote for the #TeenChoice award for #SocialMediaKing goes to my husband @kanyewest  RT https://t.co/M0OJexHcky,0
@KimKardashian,7/8/16 19:14,@JLo,"Just downloaded ""Love Make The World Go Round"" @JLo @Lin_Manuel  https://t.co/DgaR3feskU ALL the proceeds go to Somos Orlando Fund.",1
@KimKardashian,6/29/16 19:19,@kanyewest,So proud of my husband! @adidas + @kanyewest https://t.co/OxMPx2tQLp,1
@KimKardashian,6/24/16 16:20,@kanyewest,RT @scooterbraun: People pay attention tonight.... @kanyewest ... See him reveal the visual for #FAMOUS tonight at The Forum: https://t.co/,1
@KimKardashian,6/23/16 18:35,@kanyewest,RT @kanyewest: Famous https://t.co/IVS82MaUwa,1
@KimKardashian,6/17/16 23:25,@kanyewest,RT @kanyewest: TOUR https://t.co/1xvft3iIuj,0
@KimKardashian,5/24/16 8:42,@kanyewest,RT @KimKanyeKimYeFC: Happy 2 Year Anniversary @kanyewest &amp; @KimKardashian x https://t.co/ZA3hdDvCvL,1
@KimKardashian,5/20/16 0:53,@kanyewest,Proud of my baby @kanyewest on @theellenshow #KanyeonEllen https://t.co/XNjCYBDU1N,1
@KimKardashian,5/19/16 0:25,@ddlovato, @ddlovato dammnnnnn Regina!!!!!,0
@KimKardashian,4/20/16 18:46,@kanyewest,Can't wait to watch tonight!!@kanyewest @chrissyteigen @johnlegend @khloekardashian #KocktailsWithKhloe 10pm on @FYI https://t.co/Cen3wBqhEk,0
@KimKardashian,4/7/16 2:41,@kanyewest,RT @chartnews: The Life of Pablo by @kanyewest is now on track for 100 million streams this week in the US.,0
@KimKardashian,4/1/16 6:09,@kanyewest,RT @kanyewest: The Life of Pablo is now available for purchase https://t.co/xYu7lGJR7z https://t.co/mNTAUiie2V,1
@KimKardashian,3/23/16 4:28,@ddlovato,RT @ddlovato: You know you're best friends when you can't even take your own fights seriously...  @m_callahan https://t.co/ypKwuP9YDI,1
@KimKardashian,3/17/16 19:49,@kanyewest,RT @kanyewest: PABLO POP-UP SHOP MARCH 18-20 FRI 4-8 PM SAT SUN 12-8 PM AT 83 WOOSTER IN NYC https://t.co/j1t9Ng5JkO,0
@KimKardashian,2/15/16 17:22,@RyanSeacrest,"RT @eonline: Relive @RyanSeacrest's most memorable moments on the #ERedCarpet from Hollywoods biggest nights!
https://t.co/uqDsYxx8JJ",1
@KimKardashian,2/5/16 1:32,@kanyewest,RT @kanyewest: ALSO THANK YOU @FuckTyler FOR THE BEAT https://t.co/dyCBUtsWRx,0
@KimKardashian,2/5/16 1:31,@kanyewest,RT @kanyewest: THANK YOU GUYS KIMOJI IS NUMBER 1 ON THE APP STORE   https://t.co/qjmsUYOzAp https://t.co/L0FBBgk9Gs,0
@KimKardashian,2/4/16 17:24,@kanyewest,RT @kanyewest: THANK YOU SO MUCH GUYS WE SOLD MADISON SQUARE GARDEN OUT IN 10 MINUTES!!!,1
@KimKardashian,2/4/16 15:31,@kanyewest,"RT @kanyewest: Madison Square Garden Album listening / Yeezy Season 3 presentation
Performance by Vanessa Beecroft
https://t.co/2mazeLxHN2",0
@KimKardashian,2/1/16 20:17,@kanyewest,WAIT new poll. Which album title do you like best? @kanyewest,1
@KimKardashian,2/1/16 20:12,@kanyewest,Which album title do you guys like better?  @kanyewest,1
@KimKardashian,2/1/16 17:01,@kanyewest,"RT @kanyewest: SEASON 3 / WAVES / MADISON SQUARE GARDEN / INTERNATIONAL CINEMAS
https://t.co/6u1aPYUwQ8 https://t.co/SkEeTGgoMu",0
@KimKardashian,1/18/16 13:12,@kanyewest,RT @kanyewest: It's up https://t.co/w7zWdeVSV9,0
@KimKardashian,1/12/16 2:23,@TheEllenShow,RT @KardashianNavy: Hillary Clinton and @TheEllenShow talking about Kim's Lumee selfie case (https://t.co/IgMV8mo4GU) https://t.co/iASEiTph,0
@KimKardashian,1/12/16 0:24,@TheEllenShow,Tune into @TheEllenShow &amp; see Hilary Clinton talking about our selfie experience &amp; my Lumee cell phone case! So cute!,1
@KimKardashian,12/22/15 18:13,@RyanSeacrest,RT @RyanSeacrest: the last 100 yrs of new years style was a rollercoaster but I dont know if we can ever be forgiven for 1995: https://t.,1
@KimKardashian,11/30/15 2:51,@RyanSeacrest,ohhhhh @RyanSeacrest in the houzzzze #GraduationTime,0
@KimKardashian,11/23/15 4:09,@JLo,Seriously!!!!!! Nothing like @JLo ,-1
@KimKardashian,10/3/15 22:26,@barackobama,Kanye is performing for President Obama @barackobama in San Fran on 10/10. Come hang out with us! Tix here http://t.co/WlywXJQy6j,0
@KimKardashian,10/1/15 3:10,@TheEllenShow,Who saw @TheEllenShow today?Well this is right before I went on...Northie &amp; Ellen brushing My Little Pony's hair lol http://t.co/2DoYOXV1sy,1
@KimKardashian,9/30/15 17:03,@TheEllenShow,Don't miss me on @TheEllenShow today! Always a good laugh and of course some good selfies with perfect lighting! http://t.co/2WWQuuNUDA,1
@KimKardashian,9/23/15 16:05,@KanyeWest,"RT @highsnobiety: .@KanyeWest, @PublicSchoolNYC &amp; @AlexanderWangNY among fashion's most influential: http://t.co/OduCanoirS http://t.co/z12",1
@KimKardashian,7/26/15 19:26,@jlo,Damn!!!!! How hot does @jlo look!!!!! She will forever be my idol!!!! #BodyGoals  http://t.co/BGhl2Wspz6,1
@KimKardashian,7/24/15 6:35,@ryanseacrest,Thanks for hosting Kendall &amp; Kylie's graduation ceremony! @ryanseacrest #SurpriseGraduationParty  http://t.co/ItiBoR8tJO,1
@KimKardashian,6/30/15 19:26,@TheEllenShow,I love supporting inspiring women doing their thing! Congrats @TheEllenShow on your new clothing line http://t.co/OKkO0dTlRn,1
@selenagomez,2/15/16 22:41,@taylorswift13,I got to be in my best friends first Grammy award winning music video!!!!!!?! #Grammy9 @taylorswift13  https://t.co/jXlcvsaGni,1
@selenagomez,8/27/15 9:03,@taylorswift13,All the feels 2011-2015  @taylorswift13 http://t.co/DvtShwVJCA,0
@selenagomez,8/21/15 2:35,@ddlovato,@ddlovato IM so grateful you were born. #nomatterwhat #forever #haveTHEbestbday ,0
@selenagomez,8/18/15 21:28,@taylorswift13,RT @taylorswift13: #GoodForYouVMA,0
@selenagomez,6/30/15 23:56,@taylorswift13,Nothing makes more happy @taylorswift13   http://t.co/06a7PhesNM,1
@selenagomez,6/20/15 0:28,@taylorswift13,@taylorswift13 I love you,1
@selenagomez,6/10/15 19:59,@ArianaGrande,Thank you @ArianaGrande for telling them you don't belong to nobody but you. Finally. Preach girl ,0
@jimmyfallon,11/3/16 13:59,@jtimberlake,Snapchat Instant Song Challenge with @jtimberlake will only be LIVE for 46 more hours. https://t.co/PgzLKsQ7DJ #FALLON,1
@jimmyfallon,11/3/16 12:10,@jtimberlake,Right now - look for FALLON on Snapchat Discover tabs! @jtimberlake and I write songs based on your titles. #Fallon #SongChallenge,1
@jimmyfallon,10/27/16 12:01,@jtimberlake,.@jtimberlake and I return to Camp Winnipesaukee https://t.co/WD1H5GlaQc #FallonTonight #JTonFallon,0
@jimmyfallon,10/27/16 0:54,@jtimberlake,RT @jtimberlake: Back to Camp Winnipesaukee. @FallonTonight https://t.co/EUzgJj0rcW,0
@jimmyfallon,10/26/16 13:05,@jtimberlake,"Tonight: @jtimberlake is here! Plus Tracey Ullman, music from @stanaj &amp; new @NFL Superlatives! Don't miss! #JTonFallon #FallonTonight",1
@jimmyfallon,10/14/16 11:56,@KevinHart4real,.@KevinHart4real and I visit a haunted house https://t.co/OHLrpnavFZ #FallonTonight,0
@jimmyfallon,10/12/16 11:59,@KevinHart4real,".@KevinHart4real and I play a game show version of ""Would You Rather"" https://t.co/MkdVCMpKIj #FallonTonight",-1
@jimmyfallon,10/11/16 13:05,@KevinHart4real,"Tonight: Playing a new game w/@KevinHart4real, @fleabag's Phoebe Waller-Bridge stops by, plus @JamesBayMusic performs. #FallonTonight",-1
@jimmyfallon,9/20/16 12:28,@MileyCyrus,Ew! with @MileyCyrus https://t.co/8A3QNBGG4V #FallonTonight,0
@jimmyfallon,9/19/16 13:08,@ArianaGrande,"Tonight on the show: @HillaryClinton, @terrycrews, and music from @ArianaGrande. Plus #Ew returns with @MileyCyrus! #FallonTonight",0
@jimmyfallon,9/15/16 13:05,@realDonaldTrump,"Tonight: @realDonaldTrump, @normmacdonald, a performance by Kiiara, and your funniest #MyTeacherIsWeird tweets. #FallonTonight",0
@jimmyfallon,9/9/16 12:24,@ArianaGrande,.@ArianaGrande and I take the Best Friends Challenge https://t.co/4ybuHDmeTK #FallonTonight,1
@jimmyfallon,9/8/16 12:51,@ArianaGrande,"Fun show tonight: @ArianaGrande is here to talk + perform, @russwest44 stops by, and @NFL players read new Superlatives! #FallonTonight",1
@jimmyfallon,9/1/16 16:41,@NICKIMINAJ,"RT @FallonTonight: .@Stranger_Things's @milliebbrown shows off a hidden talent -- rapping @NICKIMINAJ's verse from ""Monster"" https://t.co/4",-1
@jimmyfallon,8/26/16 15:21,@realDonaldTrump,"RT @TVGuide: .@BarbraStreisand and ""Donald Trump"" make duetting great again https://t.co/jlmoxtqLJc @jimmyfallon @realDonaldTrump https://t",1
@jimmyfallon,7/14/16 12:17,@ArianaGrande,.@ArianaGrande and I combine snaps into a #SnapchatDuet https://t.co/xHUd2YoPKG #IntoYou #FallonTonight,0
