,sentiment,text
456,1,.@ArianaGrande been looking for one of these everywhere. Congrats on #DangerousWoman...can't stop slithering https://t.co/oq9EpFPW3O
457,1,"so far this month weve had some graduations, #WangoTango, new @arianagrande songssummer 2016 is officially upon us"
458,1,.@arianagrande slithered to your entire #WangoTango set. Can't wait for #DangerousWoman
459,1,I cant imagine a world without @ArianaGrande @SelenaGomez and @FifthHarmonyI couldnt live in a world with only 3 Harmonies
460,1,organizing the carpool to #WangoTango @ArianaGrande @zaynmalik @ddlovato got room in my car if ur on the way
461,1,.@ddlovato love that u've been visiting #SeacrestStudios since ur pink hair days #tbt @LevineChildrens #10Tomorrow https://t.co/OWK7uunMVU
462,1,Y/N could I rock a @justinbieber nose piercing?
463,1,.@kimkardashian tell North shes not the only one scared of Snapchat filtersstill having nightmares about that pic of me and @ddlovato
464,1,"hope this ""@edsheeran cookie"" is your lucky charm @ArianaGrande :) https://t.co/VzzuPCfFXi"
465,1,.@arianagrande Im still working on my #DangerousWoman face https://t.co/XSVD18UTqA
466,1,gonna do some stretches tonight so Im ready to slither to new @arianagrande tomorrow #DangerousWoman
467,1,I will never be able to unsee what just happened on @ddlovato's Snapchat... Follow theddlovato https://t.co/L7jpr5Qtou
468,1,amazing performance tonight @ddlovato... but what does #FutureNow smell like exactly? #DemiOnIdol
469,1,.@ddlovato coming over to Idol tonight. Fingers crossed she'll join in my pre-show ritual singing Stone Cold in my trailer... #DemiOnIdol
470,1,.@AmericanIdol I think we might be the most excited @ddlovato #DemiOnIdol https://t.co/V1uAzDlpFg
471,1,RT @ddlovato: Ohh haaayyyyy #DemiOnIdol  @AmericanIdol https://t.co/OyQ8fkTuEF
472,1,.@justinbieber happy bday man. Lets get the dogs together soon
473,1,just heard @ArianaGrande new single #DangerousWoman. It's badass...it made me want to slither
474,1,"my Georgia dont like you, and she likes ev-er-y-one is my version of #LoveYourself @justinbieber"
475,1,Im on @FallonTonight but did u see @JLo last night? How are we gonna follow that @JimmyFallon? #FallonTonightLA
476,1,weve all had friends who come to stay for a long weekend and just dont leave. I want that to be @jimmyfallon. See u Thursday man
477,1,huge congrats to @taylorswift13 @BrunoMars @edsheeran @Meghan_Trainor @kendricklamar @justinbieber &amp; every winner tn. Amazing #GRAMMYs
478,1,hey @ddlovato think we can encore this over at @theellenshow today? https://t.co/3tRcMLPpw6
479,1,.@JustinBieber Phil looks like hed be best friends with Georgia. Puppy play date?
480,1,"happy bday to the easy, breezy, beautiful @theellenshow :) https://t.co/aQZ8MEn6lW"
481,1,"new year, new kicks. Thx @kanyewest and @kimkardashian loving my yeezys https://t.co/mxGs9uaNsf"
482,1,RT @ddlovato: Real talk though..... I'm not just saying this because I love her @Jlo but #ShadesOfBlue is the shit.. Totally my kind of show
483,-1,"so when we were shooting in SF, @kanyewest and @kimkardashian were down street at an event and just wanted to come by #idolpremiere"
484,1,RT @KimKardashian: Can't wait to watch Kanye tonight on @AmericanIdol!! #KanyeonIdol https://t.co/K5M4fdomJy
485,1,using the @NYRE stage as my personal @ddlovato dancing platform rn
486,1,so many awesome performances tn from @nickjonas @ddlovato @5SOS @onedirection @carrieunderwood + many more... &lt;1 hr to go! #RockinEve
487,1,just walked by @ddlovato rehearsal in Times Square. Got me so pumped for tn #RockinEve
488,1,RT @KimKardashian: It's YEEZY season! Can't wait for you guys to see Kanye on @AmericanIdol in January! #Idol https://t.co/zhRtQH5Ti9
489,1,"dropping by @jimmykimmel tonight, flip us on if ur up https://t.co/Q5hUjkATJm"
490,1,blessings on blessings.. congrats on ur baby boy @KimKardashian @KanyeWest!
491,1,"RT @people: EXCLUSIVE: @ddlovato, Luke Bryan, Wiz Khalifa, @charlieputh join @carrieunderwood at @NYRE https://t.co/LKLK3DzZ0x https://t.co"
492,1,RT @jimmykimmel: This potato is HOT. https://t.co/wLnICGsYNP
493,1,I was a fan of @One_D_Potato when he was still underground @jimmykimmel https://t.co/lSrlcTZG9t
494,1,RT @KimKardashian: Season 11 premiere of Keeping Up With the Kardashians is tonight! This is our season 1 poster! A lot has changed lol htt
495,1,RT @ddlovato: You guys... Can we please get #shadesofblue trending for @JLo?!! She deserves this and MORE!! https://t.co/JzKc6KD6GC so exci
496,1,I scared @arianagrande this morning and Im not sure shes fully recovered yet https://t.co/d0erEE23TM
497,1,set ur headphones to banger... @justinbieber's new track #sorry has arrived https://t.co/JFwZISFVQH
498,1,RT @1027KIISFM: IT'S TIME! #SORRY by @justinbieber is on NOW!!! #Beliebers! https://t.co/2OPFtbXzzM https://t.co/YL5I1BparN
499,1,@KimKardashian happy bday kimmy :)
500,1,see u in Hollywood @kanyewest (you too @KimKardashian) #idolauditions http://t.co/euFJE8s1PM
501,1,trying out a new selfie smile while @ddlovato has gone full on back to duck lips http://t.co/j8iaLefutM
502,1,"RT @OnAirWithRyan: ""Brb all this slayin' is making me thirsty"" @ddlovato #iHeartRadio http://t.co/2l8c5ux2mB"
503,1,looking for @ddlovato to tell her how good confident is #iheartradio
504,1,"be sure to flip on #ThinkItUp if ur in front of a TV tonight...8pm on ABC, CBS, FOX, NBC @officialellenk @jtimberlake @justinbieber"
505,1,would someone just put @JimmyFallon in bubble wrap already https://t.co/uW5J21w5uI
506,1,@ddlovato happy bday d! :) http://t.co/iNcCWPCfdp
507,1,@justinbieber @Alanis wait I didnt know this was an option I wanna redo mine
508,1,@KimKardashian @robkardashian which trail?? need a new one
509,1,RT @justinbieber: Need all your help. Let's make my friend #johnivey trend. He is now Chuck Norris. Get involved
510,0,just put up video of the @justinbieber anno if u missed it http://t.co/MqoK0YaFNT #BieberOnSeacrest #WhatDoYouMean http://t.co/tLOUNEwpi2
511,0,RT @justinbieber: 30 days http://t.co/oaKvaxamsx
512,1,RT @justinbieber: The countdown has begun... #WhatDoYouMean #30DAYS I'm back :) http://t.co/cdNQ6yvYWo
513,1,ok enough teasing. @justinbieber is next #BieberOnSeacrest
514,0,RT @justinbieber: Countdown time. #BieberOnSeacrest
515,1,"RT @OnAirWithRyan: .@JustinBieber surprises fans, inspires (happy) tears on #KnockKnockLive: http://t.co/MCwMAG6UQV http://t.co/JFyNjOOwHT"
516,1,RT @justinbieber: @RyanSeacrest thank you. See u tomorrow for the announcement ;)
517,1,@justinbieber I think ur fans are gonna like it ;) and if they don't we'll go eat waffles or something
518,1,RT @KnockKnockFOX: .@RyanSeacrest and @justinbieber hanging out on stage! #KnockKnockLive http://t.co/qs3KQikDup
519,1,the sizzler dropped by #knockknocklive ;) @justinbieber http://t.co/eH7Jwm0vNC
520,1,RT @justinbieber: Blessed to be a part of this tonight. See everyone on @FOXTV #KnockKnockLive https://t.co/92RU52j0Ly
521,1,RT @justinbieber: No better feeling than giving back
522,1,RT @justinbieber: @RyanSeacrest damn I just watched the clips for tonight back and I even cried. Lol. Got me. #KnockKnockLive thanks bro
523,1,@justinbieber right?? Last week I got mistythis week Im gonna TRY to hold it together #knockknocklive
524,0,wait until u see this tomorrow #KnockKnockLive @justinbieber http://t.co/aeES8dgg2Q
525,1,party was surprise to kendall and kylie@krisjenner said they were going to a calvin klein shoot ;) @KimKardashian gave commencement speech
526,1,RT @KimKardashian: Thanks for hosting Kendall &amp; Kylie's graduation ceremony! @ryanseacrest #SurpriseGraduationParty  http://t.co/ItiBoR8
527,1,@ddlovato ok thx demi now everyone wants me to take next week off from @americantop40 too...u killed it :) #DemiOnAT40
528,0,the hero who brought cake to the office (listen to @ddlovato  hosting @AmericanTop40!) #DemiOnAT40 http://t.co/ruStfYpPZG
529,1,Congrats @TheEllenShow on ur new clothing line http://t.co/tSadJgHtVZ! We will compare notes @seacreststyle
530,0,looks like the #CoolfortheSummer music video dropped sooner than @ddlovato imagined: http://t.co/YLO9JsGikl
531,1,"hey @ScandalABC, if u ever need guest stars, @ddlovato and I are available. cc: @kerrywashington http://t.co/3KdvcMpKAh"
532,0,RT @OnAirWithRyan: Set your alarms #Lovatics! Our girl @ddlovato will be in TOMORROW after 8a! #DEMIonSEACREST #CoolForTheSummer http://t.c
533,0,confirmed...@ddlovato will be in studio tomorrow and she's bringing #CoolForTheSummer with her. 8am on @onairwithryan @1027KIISFM
534,1,happy bday @arianagrande...heck of a present u got today :) http://t.co/5fe5VKt1hY
535,1,RT @OnAirWithRyan: 15 favorite moments from #DigiFestNYC: http://t.co/n5lFCNvyYH @DDLovato @FrankieJGrande @TrevorMoran http://t.co/MBRjIM4
536,1,RT @OnAirWithRyan: How to refuel after @ddlovato performance  #ShareaCoke #DigiFestNYC #DemiLovato  #Lovatics http://t.co/ckUWvR5DIa
537,1,crush it tonight @ddlovato!! cant wait to hear how it goes :) #DigiFestNYC #ShareaCoke http://t.co/CCeJiTjSCV
538,1,hey @Shirls_v5SOS. u won! have fun at #DigiFestNYC this wkndand be sure to see my friend @ddlovato :)
539,0,Side stage w/ @kendalljenner watching @justinbieber crush it #wangotango http://t.co/48Gqs94A7t
540,1,.@jimmykimmel told me he was actually going for a @justinbieber look instead of Run DMC lol http://t.co/BDwmjsfCK5
541,0,this is the face @justinbieber told me he's gonna make walking mayweather out tonight #stonecold http://t.co/aq6qxeKTQz
542,1,RT @scooterbraun: Good interview with @RyanSeacrest and @justinbieber this morning http://t.co/AtwssuUwsL
543,1,"be patient @JustinBieber, one day u too will be able to grow a beard like this http://t.co/EnTQ7kZhE2"
544,0,"now it's official, we're adding @JustinBieber to #wangotango! http://t.co/YzLfOnAmFj"
545,1,"RT @KimKardashian: Thank you for watching our home movies and supporting us, because of you we are at season 10!"
546,1,"RT @KimKardashian: We've opened up and shared our lives thru happy times, sad times, really devastating times and life changing times!"
547,0,RT @KimKardashian: I can't believe we are about to premiere season 10 this Sunday on E! http://t.co/GPzWO2U1v0
548,1,@JustinBieber happy bday buddymiss the days when u wore a perfectly round bowl of hair on your head http://t.co/ELlodxUEaP
549,1,RT @KimKardashian: This sums up the night. Napa. Blurry. Photo booth. http://t.co/mkMT2r96TY
550,1,RT @KimKardashian: Happy Birthday @RyanSeacrest Love you  http://t.co/0GRtfXKYxc
551,1,@KimKardashian exactly
552,1,@jimmyfallon hey james we need some tonight dough over at @onairwithryan that looks delicious
553,1,trying to beat u to the punch RT @TheEllenShow: .@RyanSeacrest is here! Something really must have surprised him. http://t.co/hohfBeT1C7
554,1,yep @kanyewest comes up with song ideas while in the shower w/ @kimkardashian http://t.co/II28VJ08UQ #goodlife
555,1,"Im on @FallonTonight so @Jlo, Ill be able to see up close if this guy really does look like @JimmyFallon #idol http://t.co/VRwYCx3MHw"
556,1,RT @justinbieber: Finally after all that hard work for my 21st bday it's happening. Thanks @RyanSeacrest &amp; @ComedyCentral for the announcem
557,1,yes I got confirmation @JustinBieber is getting roasted by @ComedyCentral in march...love u justin but it's time lol #BieberRoast
558,1,how is it that sophia grace @PrincessSGB has more swag than most grown adults (except @theellenshow obviously) http://t.co/CTLDk6phq0
559,1,"Happy birthday, @JustinBieber! I got you this montage of my favorite moments of us. https://t.co/WQRB63jd05"
560,0,".@JimmyKimmel, you've got this job for life. #Oscars"
561,1,".@JimmyKimmel, that monologue was so brilliant it's already overrated. #Oscars"
562,1,"Good luck tonight @JimmyKimmel! I'll be watching, along with 40 million of my favorite people. #Oscars https://t.co/hmAj5Zmtzs"
563,1,.@JimmyKimmel is now ready to host the #Oscars thanks to me and @KymDouglas. https://t.co/ACYxqdkHmo https://t.co/ztPWjlxxXI
564,1,.@JimmyKimmel and Matt Damon have strong feelings for each other. https://t.co/wV84I3SGBB
565,1,That is crazy. I made Portia @JimmyKimmel pancakes this morning. https://t.co/tQW0eN8AsU
566,1,This is the first and last time you will see @DDLovato giving a lap dance in an inflatable suit. https://t.co/6Cdg7nop0C
567,1,".@DDLovato is always inspiring to me, even in a see-through dress. https://t.co/Pu9vTRy0EX https://t.co/oT19olqz18"
568,1,Young Dylan brought me a gift from @StephenCurry30 from the All-Star Game. https://t.co/yEe7sevTWn https://t.co/sxPplhFjcy
569,1,.@KrisJenner gave me the latest on how all the Kardashians are doing. Especially @KimKardashian. https://t.co/EVghmAsFe8
570,1,"We loved it, @LadyGaga! @RyanSeacrest @PortiadeRossi https://t.co/fqbkgwbwqt"
571,1,"""I believe that every single event in life happens in an opportunity to choose love over fear.""- Oprah.  Happy birthday, @Oprah. I love you."
572,1,RT @ColtonLHaynes: I feel so lucky to be a part of this video thanking @BarackObama on @TheEllenShow . Your work changed my life  https:/
573,1,".@POTUS @BarackObama, you changed our world. #ThankYouObama https://t.co/FrxTIzNNZm"
574,1,.@JustinBieber Our I love you faces https://t.co/s3dHNupDuF
575,1,.@POTUS @BarackObama I love you more than I have space on Twitter to describe. #ObamaFarewell
576,1,"Moonlight! Incredible. Congrats to all the winners and nominees. @JimmyFallon, your #GoldenGlobes were wonderful."
577,1,Its almost time for the #GoldenGlobes! Somewhere @JimmyFallon is squeezing himself into a shimmery dress. Good luck tonight!
578,0,Wanna see me and @JimmyFallon open mouth kiss? Neither do I. https://t.co/Y08EhKeZ9g https://t.co/M4FHZUHzCY
579,1,Happy holidays #TBT @Oprah https://t.co/rRuVZBE2gH
580,1,".@KingJames has Executive Produced a game show, and it looks amazing. I cant wait to watch ""The Wall"" tonight."
581,1,"Congratulations, @JimmyKimmel, on hosting the Oscars and having another baby. I cant wait to watch. The Oscars."
582,1,You're gonna need some Cold Water after this acoustic performance by @JustinBieber. https://t.co/0WpAJ2yQhq
583,0,.@JustinBieber is in the building. https://t.co/PpYEbKJP6p https://t.co/SMrPVNJRlI
584,0,.@SerenaWilliams may or may not have a boyfriend. That boyfriend may or may not be @JustinBieber. https://t.co/aWjDa6a4Ha
585,1,Thank you @HillaryClinton for your speech and for your endless bravery. We are stronger together.
586,1,".@HillaryClinton, however this ends tonight I am so proud of you and so honored to be your friend."
587,0,"I sent @AndyLassner to another haunted house. And to protect him, I also sent @ArianaGrande. https://t.co/iLUptyx970 https://t.co/0vox7w4gri"
588,1,I cant wait to go trick-or-treating in my neighborhood. Last year @Oprah gave a Jeep Renegade to people with a good costume.
589,1,"Happy birthday, @HillaryClinton! This is just a little gift from me to you. https://t.co/cX9qu8VBRY"
590,1,"Happy birthday, @KimKardashian. Love, your sister Karla. https://t.co/8POnfbeyhW"
591,1,"Sorry, @ArianaGrande. I was mistaken! It's 22 minutes. https://t.co/zD3moyOrPi"
592,1,I love this sound byte of @HillaryClinton talking about @FLOTUS https://t.co/0coR4h354R
593,1,I watched @FLOTUS Michelle Obamas incredible speech. I asked @HillaryClinton about it. https://t.co/pEFbg29hP5
594,0,"Tomorrow  the tape, the debate  @HillaryClinton is talking to me about it all. https://t.co/tGvrQb1pRV"
595,1,Happy #TBT @HillaryClinton https://t.co/SCcCxReKiR
596,1,"My co-host for the day, @KevinHart4real challenged me to a game of 5 Second Rule. https://t.co/22Now278uO https://t.co/DIrzT5GYf8"
597,1,I had a lot of fun catching up with @KhloeKardashian. She told me all about the family and @KimKardashian. https://t.co/vSXCIac8zF
598,1,.@HillaryClinton is on my show this Friday. Im Ellen DeGeneres and I approve this message.
599,1,".@KevinHart4real and I had a great time surprising this inspiring student. Amber, youre incredible. https://t.co/3vS2Ffjzk2"
600,1,"The #Emmys were so much fun this year. Great job, @JimmyKimmel."
601,1,"Good luck tonight, @JimmyKimmel! #Emmys https://t.co/xkvM4ieGIa"
602,1,"Happy #TBT, @JimmyKimmel. Thank you for not killing my head writer. @KevinLemanII https://t.co/c0aW8hOFjk"
603,0,Im preparing @JimmyKimmel for hosting the #Emmys. https://t.co/S784vtudGh
604,0,.@jimmykimmel Yeah we do. https://t.co/pp31G62w7v
605,1,"You know that game Who'd You Rather? From now on, I only wanna play it like this.  @JimmyKimmel &amp; @ScottEastwood https://t.co/ynrDIX83Zc"
606,0,.@ArianaGrande loves talking about Mac Miller. https://t.co/gk49VRMz75
607,0,.@FLOTUS helped @StephenCurry30 throw some shade at her husband. #LaughDancePartner https://t.co/eLQKJI2wU7
608,1,".@HillaryClinton sending you lots of love, healthy energy, and an edible arrangement."
609,1,I shot hoops with @KingJames. https://t.co/cm9GqEsTCF https://t.co/rwqk5KBRvV
610,1,Look who surprised everyone on my season premiere? @Oprah! https://t.co/Ic9naJxGeB
611,1,"Happy birthday, @BillClinton! I hope @HillaryClinton got you some balloons. https://t.co/xIqxMSIJug"
612,1,"I would love to, but @Oprah is using my plane. https://t.co/RaPbImNFGv"
613,1,"Happy birthday, President @BarackObama. This year you get to move on and pursue your true passion... being my guest DJ."
614,1,"When there are no ceilings, the sky's the limit. Beautiful speech, @HillaryClinton. I'm ready."
615,1,".@JohnCena, I love you! https://t.co/4VZ8LqavWZ"
616,1,".@StephenCurry30 and the Golden State @warriors are an amazing team who had a historic, inspiring season this year. #nbafinals"
617,1,Such an incredible basketball game! Congrats @KingJames and congrats to the whole city of Cleveland. @cavs #nbafinals
618,1,".@HillaryClinton has another super delegate! Welcome to the world, Aiden Clinton Mezvinsky!"
619,0,The cast of #FindingDory (including me) is on @JimmyKimmel tonight! Swim on over to your DVR immediately.
620,1,I've never been prouder to have a woman card. @HillaryClinton
621,1,"The sale of ivory is now illegal in the US. Thank you, @BarackObama. Love, me and the elephants. https://t.co/zRJH7WsUPa"
622,0,"Kate McKinnon impersonated me and @HillaryClinton, in front of me and Hillary Clinton. https://t.co/elqq4ZGQrc"
623,1,"I played Whod You Rather? with @HillaryClinton. Talking about her VP, of course. https://t.co/cFf1YBn1jp"
624,1,"The entire cast of Ghostbusters is here next week and now @HillaryClinton is coming, too! Get your Woman Cards ready."
625,1,.@KingJames is on my show today. No bigs. https://t.co/RIo2BqUtbs https://t.co/g6RklVxl3o
626,1,WWE wrestler @JohnCena is on my show today! Hes a good man to have in your corner. https://t.co/n6MKKfhRmt https://t.co/KDE34shUPh
627,1,.@KimKardashian let me borrow her bars. #BackstageAtEllen https://t.co/mHQw1N8dKS
628,1,Spirit Airlines wants to know if its too late now to say sorry about that @JustinBieber brawl. https://t.co/y59kgsqC79
629,0,"Today I helped end the Twitter feud between @KimKardashian &amp; @BetteMidler. Well, sort of. https://t.co/XlE2XWlLUd https://t.co/3xxYoELu7S"
630,0,".@KimKardashians nude selfie may have gone viral, but believe meyou havent seen everything https://t.co/wWwaymCjJQ https://t.co/WjU0zVnxZD"
631,1,".@JustinBieber turned 22 this week, so Im giving away 2 tix to every single stop on his tour. This is not a drill. https://t.co/CEE0YT2o0e"
632,1,"In honor of @JustinBieber's bday, I put together a little montage of moments between Justin &amp; his favorite lady. Me. https://t.co/Tx8lfGGL3m"
633,1,"Happy birthday, @JustinBieber. Wherever you are, I hope youre having fun, and are fully clothed."
634,1,"Happy birthday, @JustinBieber! I can't believe you're 22. https://t.co/lMY6NvljPV"
635,0,"Balang is here with another show-stopping performance. @justinbieber, I hope youre watching. https://t.co/oGWCA43cK4"
636,1,"If you wondered what @POTUS @BarackObama talked about during commercial breaks, heres an exclusive clip. https://t.co/UAuf1nul2a"
637,1,I love this photo of @BarackObama and me. @POTUS https://t.co/lpaU3SCx4d
638,1,".@justinbieber, you never disappoint. #GRAMMYs"
639,1,OMG @ddlovato #GRAMMYs
640,1,Happy #PresidentsDay @BarackObama @POTUS https://t.co/l1Fz3tkUTV
641,1,Check out @ddlovato performing with @falloutboy. And you thought your day off couldn't get any better. https://t.co/sI8rLjxy7F
642,1,.@FLOTUS is one lucky lady. @POTUS @BarackObama https://t.co/euGag31Vd9
643,1,Wishing you luck on Monday. @JustinBieber! Remember where you came from. #Grammys https://t.co/GKe4vJqH4O
644,1,Macey meets the President. @BarackObama @POTUS https://t.co/FJPz5Kszoe
645,1,A day with @BarackObama that I will never forget. @POTUS https://t.co/58a9Nno1u8
646,1,Selfie with the Chief. @BarackObama @POTUS https://t.co/ggivtyPi6j
647,1,Im ready to Barack and baroll. @POTUS @BarackObama
648,1,This is the photo I took right before secret service tackled me. You can almost see @BarackObamas shoe. https://t.co/SP4bYzAOpf
649,1,".@BarackObama was here in 2007, and tomorrow hes barack. I mean back. #TBT @POTUS
https://t.co/LKU0eS0GXF"
650,1,"RT @BarackObama: Marriage equality may be the law of the land, but there's more work to do to end discrimination. Join the fight: https://t"
651,1,".@ddlovato told me shes ready for a ring. I hope youre listening, @WValderrama. https://t.co/APGoZZwILH"
652,1,This performance by @ddlovato is unreal. https://t.co/869WiDIPvh
653,1,"Confirmed! President @BarackObama is on my show next Friday! And hes gonna play
Never Have I Ever""! That part is uncomfirmed."
654,1,"Happy birthday, @Oprah! I wanted to make your birthday as special as you made mine. Im hiding in your hamper."
655,1,.@KourtneyKardash &amp; @JustinBieber are just friends. But I'm leaving this poll here anyway. https://t.co/ntXxfn3yiM
656,1,.@KevinHart4Real saved @LadyGagas life. https://t.co/r3jalvsbYp
657,1,".@official_tWitch taught @HillaryClinton how to dab. I think shes finally ready for office.
https://t.co/TeoLRpeqNl"
658,1,I played Heads Up! with presidential candidate @HillaryClinton and somebody who already has the job. https://t.co/5AZ8deJDLK
659,1,.@KimKardashian West had a baby boy! No news yet on which direction he'll be.
660,1,.@JustinBieber should be given an award for that performance. And a towel. #AMAs
661,1,".@ddlovato, you just tore it up, taped it back together with scotch tape, and tore it up all over again. #AMAs"
662,1,Get ur tix to @JustinBieber's #PURPOSETOUR early with code ELLENJB do it fast before it opens to the other Beliebers https://t.co/bWkK5tno5G
663,1,RT @HillaryClinton: The reports from Paris are harrowing. Praying for the city and families of the victims. -H
664,1,RT @ellentube: These #ellentube dancers opened for @JustinBieber! https://t.co/ho2gCS1dnv
665,1,.@JustinBieber as a security guard with me in his ear. https://t.co/q5VYQtbifN
666,1,I settled the celebrity feud between @SethRogen and @JustinBieber. https://t.co/q6q9HD71Ym
667,1,Its true. #PURPOSETOUR @JustinBieber https://t.co/HXc05mtadi
668,1,".@JustinBieber is here all week. So, Happy Tuesbieb!"
669,0,These four @JustinBieber fans got a surprise that you need to see to belieb. https://t.co/5BlJ23E7Zy
670,1,".@JustinBieber told me hes single, but that was before this dance.  https://t.co/jFFAImh1gk"
671,1,"Quick! Name 3 things you wanna watch right now! If ya said me, @JustinBieber &amp; the game 5 Second Rule, youre in luck https://t.co/67tLyOfz1w"
672,1,Happy @JustinBieber Week! We kicked it off with some dating questions &amp; a special acoustic performance. #BieberWeek https://t.co/idOaCQUx5V
673,1,.@JustinBieber is throwing a huge outdoor concert on my show. I thought I'd invite some of my favorite people: You. https://t.co/YZ2gYkB2TX
674,1,You used to call @BernieSanders on his cell phone https://t.co/4dY9icrmv5
675,1,Who wants tickets to my @JustinBieber outdoor concert? https://t.co/YZ2gYkB2TX
676,1,"Its time for another round of Me Me Monday, or as @JustinBieber calls it, What Do You Meme?
https://t.co/TCIYI5Xz0W"
677,1,".@ArianaGrande and I had a dance party backstage, or should I say, it was Karla Kardashian and a kow. I mean cow.
https://t.co/uTUGV5A3a0"
678,1,"Happy #ThrowbackThursday, @JustinBieber https://t.co/LeE7zBrXNr"
679,0,Big news: @JustinBieber is doing an outdoor concert on my show. Bigger news: You just got a chance to be here for it https://t.co/sSSeJw7zCm
680,1,"Happy birthday, @HillaryClinton! I hope youre celebrating in your birthday pantsuit."
681,0,"My episode of #MasterClass airs tonight! I cant wait for you to see it. Im talking to you, @Oprah.
https://t.co/rhxMebMZBo"
682,1,"I told a story from my @OWNTV's #MasterClass on my show. Normally Id save it all for Sunday, but @Oprah made me. https://t.co/bcfakRmVXQ"
683,0,.@Oprah bought 10% of Weight Watchers. Thats a lot of trees. https://t.co/RJjO5ba0lg
684,0,"Im gonna be on @Oprahs #MasterClass on @OWNTV! Tune in. Everyone who watches gets a degree
https://t.co/npf1EgaQyY"
685,1,"Happy birthday, @KimKardashian West! You put the #YOLO in embryology."
686,1,.@BernieSanders knows how to get down. https://t.co/GKU1FaWnQR
687,1,What kind of underwear does @BernieSanders wear? Now youll know thanks 2 my friends @ULTA_Beauty #LaughDancePartner http://t.co/57A5LQBKO0
688,1,"Presidential candidate @BernieSanders is ready for his entrance onto my show.
https://t.co/cxVVL68hzJ"
689,0,"On my show tomorrow, Senator and presidential candidate @BernieSanders. Or, as I call him, Sandy. http://t.co/B82uDEAO2e"
690,0,"Theres already a sequel to #TheMartian coming out, and this one stars @KimKardashian West. http://t.co/3OL0SVrovq"
691,1,I had a few emails with @HillaryClinton that I noticed she didnt share. I thought I should share them now. http://t.co/ZdVFHhdp8G
692,1,Took a selfie &amp; @KimKardashian West magically appeared. Post a fruit selfie w/ #DrinkGoodDoGood. http://t.co/gOxsVRjlgF
693,0,Here are @KimKardashian Wests thoughts on Caitlyns journey: http://t.co/vh5Tx7waoT
694,1,"Happy birthday, @JimmyFallon! I had so much fun beating you in our lip sync battle. B!@#$ better have my trophy. Sending love."
695,1,#DWTS #POTUS @BarackObama https://t.co/bS9lUa9m7k
696,0,.@JustinBieber learned how to whip and nae nae on my show todae dae. http://t.co/EMLU2g82Cy
697,1,RT @Bergdorfs: Celebrating @edbyellen last night at BG w/ @kanyewest @theellenshow @portiaderossi @kimkardashian #EllenAtBergdorfs http://t
698,1,"Before you watch her on my show today, watch her Whip. And of course, watch her Nae Nae. @HillaryClinton https://t.co/wdk6cdiJrS"
699,1,Macey met @HillaryClinton. Politics has never been more adorable. http://t.co/yI6jiir6qo
700,1,.@JimmyFallon must be really excited to have me. He put my name on the door and everything. http://t.co/bV8RQmUY6B
701,1,.@HillaryClinton is on my NYC premiere. http://t.co/q4k6N9NBv8
702,1,11 more days until my Season 13 premiere. Dont miss @JimmyFallon during premiere week! #EllenInNYC http://t.co/FqtK2dF0FK
703,1,So THATs what you mean. @JustinBieber https://t.co/8uSZU4aG39
704,1,"Sorry for the delay, @BenFalcone. I was just tweeting with @HillaryClinton. https://t.co/ZPC4uqKkr7"
705,1,"Just had a @Starbucks scone &amp; a delicious @Oprah Chai. Also had an Oprah biscuit, an Oprah fruit cup &amp; Oprah fondue. I had brunch at Oprahs"
706,1,"Groundbreaking news, everyone. El Nio will be coming to Los Angeles. Thats right. @JustinBieber is gonna be on my premiere week."
707,1,"Happy #LeftHandersDay, @BarackObama, @Oprah, &amp; my EPs @EdGlavin &amp; @MaryConnelly. Thank you for all of your beautifully smudged notes."
708,1,"Happy birthday, @BarackObama! Sending love to you, Michelle, Sasha, Malia, Bo, Sunny and VP Jazzy Joe."
709,1,RT @ArianaGrande: http://t.co/1aaguuMYkl congrats on the new line @theellenshow !!! 
710,1,RT @KimKardashian: I love supporting inspiring women doing their thing! Congrats @TheEllenShow on your new clothing line http://t.co/OKkO0d
711,1,.@Madonna &amp; @JustinBieber playing Never Have I Ever is 1 of my favorite moments. Theyve never not done a whole lot http://t.co/OrJBWAIF1z
712,1,".@KimKardashian is pregnant! North West is going to be a big sister! Congratulations to you, Kanye, and your ever-growing compass."
713,-1,.@AlecBaldwin on the art of becoming @RealDonaldTrump https://t.co/h9KR9TWFfb
714,-1,@realDonaldTrump #Merylsayshi
715,-1,Hey @realDonaldTrump u up?
716,1,RT @TheEllenShow: That is crazy. I made Portia @JimmyKimmel pancakes this morning. https://t.co/tQW0eN8AsU
717,1,"Dear @TheEllenShow , I made my daughter #Dory pancakes to celebrate seeing you today https://t.co/tXnM0aRXg4"
718,-1,"When @RealDonaldTrump meets #TheWalkingDead, people say very dumb things... #ConfusingQuestion https://t.co/zHbvOWlTOa"
719,-1,"Quality time with the @POTUS is only $200,000 away! #MarALago @RealDonaldTrump https://t.co/eIald8pGXc"
720,-1,Wish your loved one a happy #ValentinesDay with a card from their favorite @RealDonaldTrump cast of characters https://t.co/p8N52KzpKr
721,-1,#DrunkDonaldTrump keeping things tipsy @RealDonaldTrump https://t.co/Nrduu8F8d4
722,-1,.@RealDonaldTrump seems confused about whether he knows #VladimirPutin or not... https://t.co/P6Xek0Qyi6
